# w_1 w_2 w_3 mu_1 mu_2 mu_3 sigma_1 sigma_2 sigma_3 logL logPrior
8.138750935690450272e-02 2.319495325354516968e-01 6.872633668983539890e-01 -2.548787475570207794e-01 -1.336105030660888204e-01 3.555857963353776352e+00 1.307755623848561033e+00 1.512532805807934366e+00 9.802910314982877793e-01 -3.883380608629686321e+03 0.000000000000000000e+00
2.185092942307818031e-01 4.534590773784699103e-01 3.287618299431261382e-01 -8.086528312681905417e-01 2.931037524232086522e+00 3.941200518179789558e+00 1.059097258770062222e+00 1.267594541510931094e+00 8.022622300372634907e-01 -3.883378105925430646e+03 0.000000000000000000e+00
2.530035027074010179e-01 6.440938025587400473e-02 6.832831323071248963e-01 -5.406877609455140732e-01 1.328663734884654390e+00 3.513408726090052614e+00 1.138716331615511335e+00 5.456822838816521859e-01 9.238316774211361437e-01 -3.883378043323355541e+03 0.000000000000000000e+00
1.774792783376035743e-01 1.329245174147367647e-01 6.896972376527006343e-01 -5.566747314463575957e-01 4.608656433620461623e-01 3.536335321308658131e+00 1.269141411245291451e+00 1.536850229723214056e+00 9.833094684217477122e-01 -3.883376678405074017e+03 0.000000000000000000e+00
2.659286517535962568e-01 2.002829422069913878e-01 5.347262800592932352e-01 -4.111716514581152948e-01 2.491988531402991036e+00 3.636792352376311488e+00 1.376817059644548813e+00 1.622927348316315355e+00 8.461329289786596597e-01 -3.883375013321149709e+03 0.000000000000000000e+00
1.025820690925408341e-01 2.291761379718700864e-01 6.676377816518319630e-01 -1.179514223701504605e+00 5.107980308049765439e-01 3.557757376354812262e+00 1.060692761364350423e+00 1.292831437662107286e+00 9.462829417493400230e-01 -3.883373720589174354e+03 0.000000000000000000e+00
3.239132224516952374e-01 2.493252506617966817e-03 6.743100422737399180e-01 -1.687110638805921214e-01 1.596261707164965182e+00 3.581938214868651826e+00 1.412190942624835133e+00 2.934119605648462414e+00 9.571888256862973732e-01 -3.883373280956850977e+03 0.000000000000000000e+00
2.520468580545777160e-01 9.754535962144111894e-02 6.510825847488503904e-01 -6.603035761052082897e-01 1.515960281161611745e+00 3.510299744940106326e+00 1.200312283465232444e+00 8.910563376031990224e-01 9.889652582914112422e-01 -3.883371888551946540e+03 0.000000000000000000e+00
1.723800940951272231e-01 1.707845334695869965e-01 6.568449635465639647e-01 -7.580475129961823377e-01 7.425175282616837125e-01 3.563671543912902973e+00 1.296311591664758067e+00 1.537540420690037157e+00 9.451589526208098446e-01 -3.883369863197169252e+03 0.000000000000000000e+00
1.441393854871887703e-01 2.275417525769939386e-01 6.283844431999302538e-01 -1.172070897261644928e+00 8.704793011847031803e-01 3.581697436606054996e+00 9.553684351326778845e-01 1.145529624652187994e+00 9.433477529412002127e-01 -3.883368091179970179e+03 0.000000000000000000e+00
2.267800238397638390e-01 1.375454288427157279e-01 6.350754320166517308e-01 -6.064977315370601030e-01 1.672063654088620677e+00 3.558104286280490580e+00 1.213511870731030839e+00 1.552390818280338980e+00 9.923018940047814151e-01 -3.883367300111089662e+03 0.000000000000000000e+00
2.318694713628966508e-01 1.300567669390216008e-01 6.372191799209812046e-01 -8.396408664759702489e-01 1.578937814510191107e+00 3.593424138876304408e+00 1.126077971343586004e+00 1.235137927710846739e+00 9.650067755509543765e-01 -3.883367024142168702e+03 0.000000000000000000e+00
1.010732683622338618e-01 3.091645739499621071e-01 5.894946586001108546e-01 -1.254717477876399423e+00 1.091950974626711091e+00 3.683119092895551727e+00 9.378740586430391879e-01 1.470952402696996675e+00 9.206955880668095116e-01 -3.883365154713475931e+03 0.000000000000000000e+00
1.782419050677785666e-01 3.440008382044678625e-01 4.784014944785097700e-01 -9.302031984702006095e-01 2.166721763628659314e+00 3.848259901791314164e+00 1.007605029277856445e+00 1.275954636917748575e+00 8.306233098634551171e-01 -3.883363503429802222e+03 0.000000000000000000e+00
3.000542785579809468e-01 6.618374898748156099e-01 3.895418383802364687e-02 -3.327264159288567114e-01 3.433108492327205941e+00 4.591377066455937239e+00 1.293613405362260549e+00 1.009931569468637935e+00 5.954468570042517062e-01 -3.883363279690909167e+03 0.000000000000000000e+00
2.482229935497226037e-01 1.308263380999896142e-01 6.210095984854584472e-01 -5.142959661813861771e-01 2.030593000990932318e+00 3.546511812188538837e+00 1.251327051170388893e+00 1.397646494205692980e+00 9.744806534779805185e-01 -3.883360845500111736e+03 0.000000000000000000e+00
4.737001835883399709e-02 2.571172149877520297e-01 6.953472908932749608e-01 -1.932709891056976437e+00 -7.633667206171097785e-02 3.551726372737146864e+00 7.143945147642931648e-01 1.245399461131065921e+00 1.006750764409824361e+00 -3.883359828809821011e+03 0.000000000000000000e+00
2.550260220940487876e-01 1.610854024150535913e-01 5.845190830038329288e-01 -5.622863348724007615e-01 2.394081407098359371e+00 3.535774957310777733e+00 1.264870172216597366e+00 1.595960958031403809e+00 9.235827400815720400e-01 -3.883359093378649959e+03 0.000000000000000000e+00
1.238368009708280121e-01 2.455530668602621536e-01 6.314827019557879284e-01 -6.261755194500934207e-01 6.849202962875503564e-01 3.616917523446241844e+00 1.386436670310726704e+00 1.745028110286948264e+00 9.464237159132581345e-01 -3.883358862349576157e+03 0.000000000000000000e+00
1.447418921681229431e-01 2.496697426465893377e-01 6.065386637374771128e-01 -1.066301486105383889e+00 1.688205654018356094e+00 3.700023885647433453e+00 1.089076602562056406e+00 1.566102052238802944e+00 9.160335706139857148e-01 -3.883357526532064185e+03 0.000000000000000000e+00
2.615588658118374599e-01 5.058537302078840170e-02 6.885503081127761771e-01 -3.026511094491436960e-01 -2.744519474084844979e-01 3.514598433051670856e+00 1.304615244662290729e+00 1.514308853818001399e+00 1.020898456292360423e+00 -3.883356359868899290e+03 0.000000000000000000e+00
2.739077612000844764e-01 7.596542101024965354e-02 6.493022523660846312e-01 -4.816854726496923034e-01 1.911693584493435516e+00 3.628817225782809963e+00 1.320169776630512493e+00 1.055103655351978809e+00 9.412732057508769179e-01 -3.883352276154296305e+03 0.000000000000000000e+00
2.654537657738736955e-01 3.491836479517669845e-01 3.854068778626759673e-01 -5.764880337293293300e-01 2.755528336807776313e+00 3.805504381308571826e+00 1.152394079594768472e+00 1.333230348977589852e+00 8.103180039095305709e-01 -3.883352203117693989e+03 0.000000000000000000e+00
1.559645587586949156e-01 2.652317387524881220e-01 5.796673902713203042e-01 -1.255330114412131826e+00 1.212572698499690960e+00 3.655720867224776072e+00 8.743172361047711894e-01 1.523195978726818778e+00 8.859596399201037364e-01 -3.883351126549395758e+03 0.000000000000000000e+00
2.543675242558213201e-01 9.513854437901621275e-02 6.513293825209426346e-01 -4.926569295873070020e-01 1.828886505278706220e+00 3.529162671791160388e+00 1.269955176477057357e+00 1.972849625425879605e+00 1.010978525814902884e+00 -3.883350077216647151e+03 0.000000000000000000e+00
1.091281917179891953e-01 2.175194958336850726e-01 6.732382579120385069e-01 -1.074901728386433497e+00 3.530094561032647849e-01 3.573986769337116343e+00 1.235834119016439914e+00 1.411646780622233033e+00 9.535984362911367196e-01 -3.883349251538332283e+03 0.000000000000000000e+00
2.136581450395508008e-01 9.784261003981534199e-02 6.889245056017700986e-01 -6.165029027961183017e-01 7.336547894671533454e-01 3.513115542357890586e+00 1.268808569973709943e+00 1.044483058037898315e+00 9.806413697876791291e-01 -3.883348262427854934e+03 0.000000000000000000e+00
2.533055167084997117e-01 1.307048799595544597e-01 6.159319357538284301e-01 -6.609584479016985537e-01 1.758609012160124774e+00 3.694870772000133474e+00 1.233677355257229769e+00 6.895070291880079916e-01 9.264407030902951368e-01 -3.883345577650296036e+03 0.000000000000000000e+00
1.760905826147620146e-01 2.533426659941463988e-01 5.697299724753421835e-01 -8.151692704261692679e-01 1.564210684034264220e+00 3.667648302569387120e+00 1.242973229051653306e+00 1.592282091397753341e+00 8.950448365496398440e-01 -3.883345558734882616e+03 0.000000000000000000e+00
2.425868111328262355e-01 1.030778093199901935e-01 6.550496341225787722e-01 -5.381492311506815840e-01 1.069452387419599582e+00 3.632376038973849308e+00 1.399402691069058680e+00 1.375284595788293540e+00 9.561667288091362238e-01 -3.883344717983094597e+03 0.000000000000000000e+00
2.614567175985281766e-01 2.321555777141630639e-01 5.063448697979248125e-01 -4.724502458524376669e-01 2.741768811173177056e+00 3.783250239347244470e+00 1.194443029631609532e+00 1.207931007402006429e+00 9.113969504787958753e-01 -3.883344180473393862e+03 0.000000000000000000e+00
3.010099345768132983e-01 1.975253792246412302e-02 6.801083742670734900e-01 -1.808829973391008761e-01 5.297019192862604253e-01 3.550818174785648207e+00 1.348730131879137373e+00 1.625518011432148802e+00 1.005263263424267084e+00 -3.883342966745809008e+03 0.000000000000000000e+00
1.753316907522956269e-01 2.839972021799576085e-01 5.408627031376433969e-01 -7.750243492568621440e-01 1.802673694074429234e+00 3.699408977729484960e+00 1.033916977303726448e+00 1.602085878015173881e+00 8.968485259969671830e-01 -3.883342516601189800e+03 0.000000000000000000e+00
3.300703594975729627e-01 6.228911242254627778e-01 4.797170001295632952e-02 -1.356478531587586855e-01 3.465641493775637461e+00 4.362974123885323685e+00 1.479364600979849786e+00 9.898150209235540009e-01 8.029112175836827792e-01 -3.883342491719175086e+03 0.000000000000000000e+00
1.372879913289119236e-01 3.287366900256373237e-01 5.342729669560895012e-01 -1.326041730923296802e+00 1.416565362984099075e+00 3.750079409746260861e+00 8.723683660225804992e-01 1.723544584639081112e+00 8.848063480521886071e-01 -3.883341216569085191e+03 0.000000000000000000e+00
2.969390664580469630e-01 4.827081263557811419e-02 6.556803690628627557e-01 -4.015879684610694222e-01 2.118132243285804517e+00 3.600167063163973058e+00 1.318541894926421154e+00 1.257450112448214696e+00 1.016867280848032573e+00 -3.883341169336305484e+03 0.000000000000000000e+00
2.711355204322487000e-01 5.938965431645812365e-02 6.693718192760271801e-01 -5.313721008145633196e-01 1.565336863070207363e+00 3.572682203460066042e+00 1.383205344494810918e+00 5.427907282001290801e-01 9.638479305894228633e-01 -3.883340428850067838e+03 0.000000000000000000e+00
3.249079651590483508e-01 4.477615104154917813e-01 2.279649457681570957e-01 -9.754313987207115233e-02 3.567814977679074406e+00 3.629518659210881015e+00 1.473516385239372228e+00 9.993231888628095749e-01 8.656277463364236979e-01 -3.883340027023681614e+03 0.000000000000000000e+00
2.811358065864786315e-01 1.570811979913494527e-01 5.616391325264019629e-01 -2.781536152599491940e-01 2.516548972031344089e+00 3.753558746718495875e+00 1.414265626174103563e+00 1.032583917160675879e+00 9.010758831789977830e-01 -3.883338948802997947e+03 0.000000000000000000e+00
1.321358786431706400e-01 3.902808953049346496e-01 4.778935453967587121e-01 -1.148315527450095352e+00 1.966022544015309403e+00 3.645427349736838352e+00 9.283309494622646874e-01 1.879233537928138409e+00 8.209577943469281713e-01 -3.883337381603638278e+03 0.000000000000000000e+00
2.795000700309937525e-01 5.234573025680810954e-01 1.979395158111895703e-01 -3.353335531095969491e-01 3.348300365717811644e+00 3.907739041162259674e+00 1.298233696805318971e+00 1.037720959583596336e+00 9.432702619152555368e-01 -3.883335994509278862e+03 0.000000000000000000e+00
2.740451512298303083e-01 5.875632416530737756e-02 6.681602463745901499e-01 -3.352748864123670791e-01 1.625176366411168472e+00 3.525273969149704367e+00 1.282930917193869425e+00 1.980552819731927761e+00 1.015553710626517114e+00 -3.883335355888078993e+03 0.000000000000000000e+00
1.805905086964579298e-01 3.759768377776178117e-01 4.424458131849414722e-01 -9.255256152332916875e-01 2.205218729883009043e+00 3.786945901803435266e+00 1.095218052763326178e+00 1.552916854428044502e+00 8.310219552007356292e-01 -3.883335306267111719e+03 0.000000000000000000e+00
1.792945087792993664e-01 2.382707566212543537e-01 5.816988942624983228e-01 -8.053188787483575029e-01 1.460551936074506285e+00 3.634985464644787445e+00 1.055210600354052453e+00 1.648024574828468314e+00 9.152159419611315405e-01 -3.883335119742901043e+03 0.000000000000000000e+00
1.788841651966564805e-01 3.401819176583035786e-01 4.818668029549862397e-01 -8.982737085875452943e-01 2.244919065126662172e+00 3.724656238840956757e+00 1.140378306852053214e+00 1.688819907627936434e+00 7.567830813453660932e-01 -3.883334460270008549e+03 0.000000000000000000e+00
2.535110647278219775e-01 2.387425587909730584e-01 5.084337292500692440e-01 -5.203018657477376241e-01 2.552813091450356620e+00 3.741153238101067036e+00 1.265262186896275010e+00 9.893179832720836453e-01 8.834148878175079878e-01 -3.883331496756556589e+03 0.000000000000000000e+00
2.287262738616271107e-01 3.224258004213836348e-01 4.496458205795901830e-01 -7.221301192061467811e-01 2.843225879418545876e+00 3.724182847280124609e+00 1.137813494754182697e+00 1.548569144535869579e+00 8.297214524373278666e-01 -3.883330129933447097e+03 0.000000000000000000e+00
1.970063696181729718e-01 1.892611702557019937e-01 6.130537232205931497e-01 -8.263590618132545806e-01 1.822177303529809445e+00 3.637527841201172230e+00 1.087301730413598122e+00 1.491597818465031811e+00 9.135306477229914179e-01 -3.883328629311311488e+03 0.000000000000000000e+00
2.469951150293858977e-01 7.824932562418483728e-02 6.750941590815885407e-01 -4.860469775743687659e-01 1.687151494242529193e+00 3.576252013503622429e+00 1.181180483186839325e+00 5.266647667351541662e-01 9.582847452438163494e-01 -3.883327193418758725e+03 0.000000000000000000e+00
2.012888184238529887e-01 2.748385463527798778e-01 5.237825766503654279e-01 -8.488553227801195478e-01 1.958454740279678141e+00 3.683908400354469315e+00 1.074237219036432878e+00 1.648606267799051173e+00 9.472211061984290303e-01 -3.883326736966975659e+03 0.000000000000000000e+00
2.471626452053380663e-01 6.254143352411410672e-02 6.896887434289691310e-01 -7.911049526905253870e-01 1.108994543718226256e+00 3.517469217255813962e+00 1.118758409813283450e+00 6.322575366784114470e-01 1.033570082823346725e+00 -3.883326278011314571e+03 0.000000000000000000e+00
2.410742994038083953e-01 4.054802315499095866e-01 3.537828083675830237e-01 -8.399728627005051962e-01 2.883235551284901721e+00 3.910940202612116501e+00 1.100193139463388148e+00 1.226872983993098298e+00 8.349530351776408565e-01 -3.883325714776252880e+03 0.000000000000000000e+00
2.444380576648925441e-01 2.357975765854063988e-01 5.204491995244621139e-01 -7.691343529362193454e-01 2.288221827326713864e+00 3.744964969836758417e+00 1.288212874498127825e+00 1.124715139439442568e+00 8.865402791767541535e-01 -3.883325434119058627e+03 0.000000000000000000e+00
2.449981310127582745e-01 1.293151625056761511e-01 6.252885475239967628e-01 -6.969449916050723948e-01 2.046353801295837105e+00 3.672769391353980506e+00 1.224227601420053047e+00 1.022188250177944457e+00 9.665750878148993142e-01 -3.883325431836803546e+03 0.000000000000000000e+00
3.292406894736363276e-01 2.291771588727529452e-01 4.421389355628579931e-01 -5.159271213986027504e-02 3.141409847316815274e+00 3.817139813539052184e+00 1.467420781486787673e+00 9.607125998144911971e-01 8.865009090232954803e-01 -3.883325312781496905e+03 0.000000000000000000e+00
2.088706036319143700e-01 1.300826694361388869e-01 6.604390010646618014e-01 -8.228750061000600358e-01 1.522583902500830533e+00 3.618654345977587727e+00 1.096905164415516776e+00 1.177998068187617431e+00 9.977512787069269251e-01 -3.883324222922634362e+03 0.000000000000000000e+00
1.384013322141065261e-01 1.771001068587902960e-01 6.854160927198509334e-01 -7.673965120542770579e-01 1.253605519462245299e-01 3.542783142071846747e+00 1.172684126338138455e+00 1.451767847985637960e+00 9.571005043711153792e-01 -3.883322977216950676e+03 0.000000000000000000e+00
1.791915008358883066e-01 1.995006988839584106e-01 6.213895066940793299e-01 -9.279448547565011252e-01 1.421117557833730727e+00 3.599070236059075167e+00 1.075669768902994594e+00 1.175700839256998753e+00 9.720340226583787935e-01 -3.883322885542171662e+03 0.000000000000000000e+00
2.675745349527579586e-01 1.945619058937473334e-01 5.377174425920882017e-01 -5.287276578560271556e-01 2.527063478514099071e+00 3.660848396780888248e+00 1.363298950580030366e+00 1.513208555053416005e+00 8.888125290003838774e-01 -3.883322163179685504e+03 0.000000000000000000e+00
